# 
# Header Description:
# 
# Version: 1.4.0.0, Platform: N
# 
# Raw,ElapsedRealtimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount, Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType
# 
# Fix,Provider,Latitude,Longitude,Altitude,Speed,Accuracy,(UTC)TimeInMs
# 
# Nav,Svid,Type,Status,MessageId,Sub-messageId,Data(Bytes)
# 
Raw,69547584,69552293000000,,,-1168647039304731904,0.0,1.500285530090332E7,3.9062498951249975,316.8858904382445,10,25,0.0,15,242991522582830,14,30.2,-442.0647888183594,0.02879999950528145,0,0.0,0.0,,,,,0,,1
Raw,69548597,69553293000000,,,-1168647039304732160,0.0,1.5002843856811523E7,-0.9765624737812494,316.8858904382445,10,25,0.0,15,242992522584323,13,31.3,-445.80078125,0.028200000524520874,0,0.0,0.0,,,,,0,,1
Raw,69549609,69554293000000,,,-1168647039304732160,0.0,1.5003157615661621E7,3.9062498951249975,316.8858904382445,10,25,0.0,15,242993522585804,12,32.6,-443.9598693847656,0.026900000870227814,0,0.0,0.0,,,,,0,,1
Raw,69550614,69555293000000,,,-1168647039304732160,0.0,1.5003471374511719E7,4.882812468316094,316.8858904382445,10,25,0.0,15,242994522587269,11,33.8,-442.7755432128906,0.02590000070631504,0,0.0,0.0,,,,,0,,1
Raw,69551601,69556293000000,,,-1168647039304731392,0.0,1.5002835273742676E7,7.812499790249995,316.8858904382445,10,25,0.0,15,242995522588728,10,34.0,-441.1856384277344,0.025100000202655792,0,0.0,0.0,,,,,0,,1
Raw,69552605,69557293000000,,,-1168647039304731392,0.0,1.5003149032592773E7,6.835937217058899,316.8858904382445,10,25,0.0,15,242996522590207,10,34.5,-441.88226318359375,0.025100000202655792,0,0.0,0.0,,,,,0,,1
Raw,69553595,69558293000000,,,-1168647039304732160,0.0,1.5003137588500977E7,5.8593746438678025,316.8858904382445,10,25,0.0,15,242997522591694,10,34.7,-441.525634765625,0.025100000202655792,0,0.0,0.0,,,,,0,,1
Raw,69553596,69558293000000,,,-1168647039304732160,0.0,1.5003137588500977E7,5.8593746438678025,316.8858904382445,10,32,0.0,1,143203,9,37.7,-193.2622528076172,0.9300000071525574,0,0.0,0.0,,,,,0,,1
Raw,69554605,69559293000000,,,-1168647039304732160,0.0,1.5003451347351074E7,3.9062498951249975,316.8858904382445,10,25,0.0,15,242998522593163,10,34.8,-442.8719177246094,0.025100000202655792,0,0.0,0.0,,,,,0,,1
Raw,69554609,69559293000000,,,-1168647039304732160,0.0,1.5003451347351074E7,3.9062498951249975,316.8858904382445,10,32,0.0,3,1143846,7,38.2,-194.22323608398438,0.47699999809265137,0,0.0,0.0,,,,,0,,1
