ElapsedRealtimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType
11173004,11176806000000,,,-1170854147588143616,0.0,51.58879139344208,2.4604869601951718,4.640605147723176,1522,13,0.0,15,577324313465524,19,27.6,729.8184204101562,0.06080000102519989,0,0.0,0.0,,,,,0,,1
11173005,11176806000000,,,-1170854147588143616,0.0,51.58879139344208,2.4604869601951718,4.640605147723176,1522,15,0.0,15,577324319964812,6,38.2,578.9115600585938,0.01860000006854534,0,0.0,0.0,,,,,0,,1
11173005,11176806000000,,,-1170854147588143616,0.0,51.58879139344208,2.4604869601951718,4.640605147723176,1522,17,0.0,15,577324317792100,19,27.8,157.4430694580078,0.06680000573396683,0,0.0,0.0,,,,,0,,1
11173007,11176806000000,,,-1170854147588143616,0.0,51.58879139344208,2.4604869601951718,4.640605147723176,1522,18,0.0,15,577324315725512,11,33.2,359.92657470703125,0.04540000110864639,0,0.0,0.0,,,,,0,,1
11173007,11176806000000,,,-1170854147588143616,0.0,51.58879139344208,2.4604869601951718,4.640605147723176,1522,19,0.0,15,577324320703578,21,26.4,-124.54448699951172,0.1112000048160553,0,0.0,0.0,,,,,0,,1
11173008,11176806000000,,,-1170854147588143616,0.0,51.58879139344208,2.4604869601951718,4.640605147723176,1522,24,0.0,15,577324326869890,12,32.5,-26.93881607055664,0.03290000185370445,0,0.0,0.0,,,,,0,,1
11173008,11176806000000,,,-1170854147588143616,0.0,51.58879139344208,2.4604869601951718,4.640605147723176,1522,25,0.0,15,577324312571226,24,25.6,-715.148681640625,0.39980000257492065,0,0.0,0.0,,,,,0,,1
11173009,11176806000000,,,-1170854147588143616,0.0,51.58879139344208,2.4604869601951718,4.640605147723176,1522,32,0.0,15,577324313421379,12,32.6,-645.690673828125,0.04340000078082085,0,0.0,0.0,,,,,0,,1
11174080,11177806000000,,,-1170854147588143616,0.0,48.27044904232025,-6.339940135777003,4.62832962217369,1522,10,0.0,15,577325316529370,8,36.4,142.29473876953125,0.04520000144839287,0,0.0,0.0,,,,,0,,1
11174081,11177806000000,,,-1170854147588143616,0.0,48.27044904232025,-6.339940135777003,4.62832962217369,1522,12,0.0,15,577325324210422,6,39.0,-460.33984375,0.025600001215934753,0,0.0,0.0,,,,,0,,1
11174082,11177806000000,,,-1170854147588143616,0.0,48.27044904232025,-6.339940135777003,4.62832962217369,1522,13,0.0,15,577325313463076,21,26.5,731.7520141601562,0.1307000070810318,0,0.0,0.0,,,,,0,,1
11174083,11177806000000,,,-1170854147588143616,0.0,48.27044904232025,-6.339940135777003,4.62832962217369,1522,15,0.0,15,577325319962862,6,39.6,580.9120483398438,0.01810000091791153,0,0.0,0.0,,,,,0,,1
11174083,11177806000000,,,-1170854147588143616,0.0,48.27044904232025,-6.339940135777003,4.62832962217369,1522,17,0.0,15,577325317791553,14,30.6,159.43919372558594,0.05130000412464142,0,0.0,0.0,,,,,0,,1
11174084,11177806000000,,,-1170854147588143616,0.0,48.27044904232025,-6.339940135777003,4.62832962217369,1522,18,0.0,15,577325315724332,11,33.5,361.9350280761719,0.04540000110864639,0,0.0,0.0,,,,,0,,1
11174085,11177806000000,,,-1170854147588143616,0.0,48.27044904232025,-6.339940135777003,4.62832962217369,1522,19,0.0,15,577325320703999,27,24.3,-122.57767486572266,0.6664999723434448,0,0.0,0.0,,,,,0,,1
11174087,11177806000000,,,-1170854147588143616,0.0,48.27044904232025,-6.339940135777003,4.62832962217369,1522,24,0.0,15,577325326869986,12,32.1,-24.888486862182617,0.03290000185370445,0,0.0,0.0,,,,,0,,1
11174088,11177806000000,,,-1170854147588143616,0.0,48.27044904232025,-6.339940135777003,4.62832962217369,1522,25,0.0,15,577325312573596,17,28.0,-713.1898193359375,0.05130000412464142,0,0.0,0.0,,,,,0,,1
11174088,11177806000000,,,-1170854147588143616,0.0,48.27044904232025,-6.339940135777003,4.62832962217369,1522,32,0.0,15,577325313423526,10,34.5,-643.8345947265625,0.041600003838539124,0,0.0,0.0,,,,,0,,1
11175041,11178806000000,,,-1170854147588143616,0.0,46.19969695340842,-0.24702755496017445,7.79832076494976,1522,10,0.0,15,577326316528883,7,37.2,144.6512908935547,0.044599998742341995,0,0.0,0.0,,,,,0,,1
11175042,11178806000000,,,-1170854147588143616,0.0,46.19969695340842,-0.24702755496017445,7.79832076494976,1522,12,0.0,15,577326324211954,6,39.3,-458.0904846191406,0.025600001215934753,0,0.0,0.0,,,,,0,,1
11175043,11178806000000,,,-1170854147588143616,0.0,46.19969695340842,-0.24702755496017445,7.79832076494976,1522,13,0.0,15,577326313460670,27,24.6,733.2586059570312,0.6360000371932983,0,0.0,0.0,,,,,0,,1
11175043,11178806000000,,,-1170854147588143616,0.0,46.19969695340842,-0.24702755496017445,7.79832076494976,1522,15,0.0,15,577326319960917,6,39.4,583.056396484375,0.01810000091791153,0,0.0,0.0,,,,,0,,1
11175044,11178806000000,,,-1170854147588143616,0.0,46.19969695340842,-0.24702755496017445,7.79832076494976,1522,17,0.0,15,577326317791024,12,32.7,161.77261352539062,0.049400001764297485,0,0.0,0.0,,,,,0,,1
11175045,11178806000000,,,-1170854147588143616,0.0,46.19969695340842,-0.24702755496017445,7.79832076494976,1522,18,0.0,15,577326315723098,11,33.2,364.1508483886719,0.04540000110864639,0,0.0,0.0,,,,,0,,1
11175046,11178806000000,,,-1170854147588143616,0.0,46.19969695340842,-0.24702755496017445,7.79832076494976,1522,19,0.0,15,577326320704402,24,25.6,-120.49894714355469,0.38179999589920044,0,0.0,0.0,,,,,0,,1
11175047,11178806000000,,,-1170854147588143616,0.0,46.19969695340842,-0.24702755496017445,7.79832076494976,1522,24,0.0,15,577326326870052,14,30.9,-22.705318450927734,0.03480000048875809,0,0.0,0.0,,,,,0,,1
11175048,11178806000000,,,-1170854147588143616,0.0,46.19969695340842,-0.24702755496017445,7.79832076494976,1522,25,0.0,15,577326312575985,19,27.7,-710.9763793945312,0.059300005435943604,0,0.0,0.0,,,,,0,,1
11175049,11178806000000,,,-1170854147588143616,0.0,46.19969695340842,-0.24702755496017445,7.79832076494976,1522,32,0.0,15,577326313425676,10,34.2,-641.5083618164062,0.041600003838539124,0,0.0,0.0,,,,,0,,1
11176033,11179806000000,,,-1170854147588143616,0.0,39.90117693319917,6.908136600752986,5.674073098463941,1522,10,0.0,15,577327316528413,7,37.0,143.61183166503906,0.044599998742341995,0,0.0,0.0,,,,,0,,1
11176035,11179806000000,,,-1170854147588143616,0.0,39.90117693319917,6.908136600752986,5.674073098463941,1522,12,0.0,15,577327324213490,6,39.5,-459.1878356933594,0.025600001215934753,0,0.0,0.0,,,,,0,,1
11176036,11179806000000,,,-1170854147588143616,0.0,39.90117693319917,6.908136600752986,5.674073098463941,1522,13,0.0,15,577327313458184,27,24.2,732.4689331054688,0.6859999895095825,0,0.0,0.0,,,,,0,,1
11176037,11179806000000,,,-1170854147588143616,0.0,39.90117693319917,6.908136600752986,5.674073098463941,1522,15,0.0,15,577327319958974,6,39.5,581.986083984375,0.01810000091791153,0,0.0,0.0,,,,,0,,1
11176039,11179806000000,,,-1170854147588143616,0.0,39.90117693319917,6.908136600752986,5.674073098463941,1522,17,0.0,15,577327317790488,17,28.9,160.65061950683594,0.05880000442266464,0,0.0,0.0,,,,,0,,1
11176040,11179806000000,,,-1170854147588143616,0.0,39.90117693319917,6.908136600752986,5.674073098463941,1522,18,0.0,15,577327315721902,11,33.1,363.0601806640625,0.04540000110864639,0,0.0,0.0,,,,,0,,1
11176041,11179806000000,,,-1170854147588143616,0.0,39.90117693319917,6.908136600752986,5.674073098463941,1522,19,0.0,15,577327320704797,24,25.7,-121.5029067993164,0.38179999589920044,0,0.0,0.0,,,,,0,,1
11176042,11179806000000,,,-1170854147588143616,0.0,39.90117693319917,6.908136600752986,5.674073098463941,1522,24,0.0,15,577327326870125,13,31.7,-23.802644729614258,0.03420000150799751,0,0.0,0.0,,,,,0,,1
11176043,11179806000000,,,-1170854147588143616,0.0,39.90117693319917,6.908136600752986,5.674073098463941,1522,25,0.0,15,577327312578343,19,27.6,-712.0841064453125,0.059300005435943604,0,0.0,0.0,,,,,0,,1
11176044,11179806000000,,,-1170854147588143616,0.0,39.90117693319917,6.908136600752986,5.674073098463941,1522,32,0.0,15,577327313427817,11,33.8,-642.7069702148438,0.04240000247955322,0,0.0,0.0,,,,,0,,1
11177061,11180806000000,,,-1170854147588143616,0.0,37.83529609791003,3.1467811305134057,4.587197803870466,1522,10,0.0,15,577328316527935,8,36.9,143.54930114746094,0.04520000144839287,0,0.0,0.0,,,,,0,,1
11177062,11180806000000,,,-1170854147588143616,0.0,37.83529609791003,3.1467811305134057,4.587197803870466,1522,12,0.0,15,577328324215030,6,39.8,-459.2045593261719,0.025600001215934753,0,0.0,0.0,,,,,0,,1
11177063,11180806000000,,,-1170854147588143616,0.0,37.83529609791003,3.1467811305134057,4.587197803870466,1522,13,0.0,15,577328313455783,27,24.8,732.4498291015625,0.6360000371932983,0,0.0,0.0,,,,,0,,1
11177064,11180806000000,,,-1170854147588143616,0.0,37.83529609791003,3.1467811305134057,4.587197803870466,1522,15,0.0,15,577328319957024,5,40.0,581.9683837890625,0.002899999963119626,0,0.0,0.0,,,,,0,,1
11177065,11180806000000,,,-1170854147588143616,0.0,37.83529609791003,3.1467811305134057,4.587197803870466,1522,17,0.0,15,577328317789980,16,29.5,160.67453002929688,0.05220000445842743,0,0.0,0.0,,,,,0,,1
11177066,11180806000000,,,-1170854147588143616,0.0,37.83529609791003,3.1467811305134057,4.587197803870466,1522,18,0.0,15,577328315720702,12,32.3,362.9886474609375,0.04639999940991402,0,0.0,0.0,,,,,0,,1
11177068,11180806000000,,,-1170854147588143616,0.0,37.83529609791003,3.1467811305134057,4.587197803870466,1522,19,0.0,15,577328320705220,24,25.1,-121.34149169921875,0.38179999589920044,0,0.0,0.0,,,,,0,,1
11177068,11180806000000,,,-1170854147588143616,0.0,37.83529609791003,3.1467811305134057,4.587197803870466,1522,24,0.0,15,577328326870194,13,31.8,-23.791282653808594,0.03420000150799751,0,0.0,0.0,,,,,0,,1
11177069,11180806000000,,,-1170854147588143616,0.0,37.83529609791003,3.1467811305134057,4.587197803870466,1522,25,0.0,15,577328312580737,17,28.7,-712.2328491210938,0.05130000412464142,0,0.0,0.0,,,,,0,,1
11177070,11180806000000,,,-1170854147588143616,0.0,37.83529609791003,3.1467811305134057,4.587197803870466,1522,32,0.0,15,577328313429957,10,34.8,-642.7902221679688,0.041600003838539124,0,0.0,0.0,,,,,0,,1
11178010,11181806000000,,,-1170854147588143616,0.0,37.294965295586735,2.600542113727629,4.571310122119642,1522,10,0.0,15,577329316527458,8,36.9,144.15011596679688,0.04520000144839287,0,0.0,0.0,,,,,0,,1
11178011,11181806000000,,,-1170854147588143616,0.0,37.294965295586735,2.600542113727629,4.571310122119642,1522,12,0.0,15,577329324216577,6,39.6,-458.6646423339844,0.025600001215934753,0,0.0,0.0,,,,,0,,1
11178011,11181806000000,,,-1170854147588143616,0.0,37.294965295586735,2.600542113727629,4.571310122119642,1522,13,0.0,15,577329313453325,24,25.3,733.151611328125,0.40130001306533813,0,0.0,0.0,,,,,0,,1
11178012,11181806000000,,,-1170854147588143616,0.0,37.294965295586735,2.600542113727629,4.571310122119642,1522,15,0.0,15,577329319955091,6,39.9,582.436767578125,0.01810000091791153,0,0.0,0.0,,,,,0,,1
11178012,11181806000000,,,-1170854147588143616,0.0,37.294965295586735,2.600542113727629,4.571310122119642,1522,17,0.0,15,577329317789405,14,30.0,161.2610626220703,0.05130000412464142,0,0.0,0.0,,,,,0,,1
11178012,11181806000000,,,-1170854147588143616,0.0,37.294965295586735,2.600542113727629,4.571310122119642,1522,18,0.0,15,577329315719490,12,32.3,363.52752685546875,0.04639999940991402,0,0.0,0.0,,,,,0,,1
11178013,11181806000000,,,-1170854147588143616,0.0,37.294965295586735,2.600542113727629,4.571310122119642,1522,19,0.0,15,577329320705614,24,25.5,-120.86408996582031,0.38179999589920044,0,0.0,0.0,,,,,0,,1
11178013,11181806000000,,,-1170854147588143616,0.0,37.294965295586735,2.600542113727629,4.571310122119642,1522,24,0.0,15,577329326870318,13,31.3,-23.30805206298828,0.03420000150799751,0,0.0,0.0,,,,,0,,1
11178013,11181806000000,,,-1170854147588143616,0.0,37.294965295586735,2.600542113727629,4.571310122119642,1522,25,0.0,15,577329312583094,17,28.5,-711.67919921875,0.05130000412464142,0,0.0,0.0,,,,,0,,1
11178014,11181806000000,,,-1170854147588143616,0.0,37.294965295586735,2.600542113727629,4.571310122119642,1522,32,0.0,15,577329313432112,10,34.2,-642.2996215820312,0.041600003838539124,0,0.0,0.0,,,,,0,,1
11179010,11182806000000,,,-1170854147588143616,0.0,33.77348184585571,4.402318551496748,3.873722993179873,1522,10,0.0,15,577330316526981,7,37.2,142.5924835205078,0.044599998742341995,0,0.0,0.0,,,,,0,,1
11179011,11182806000000,,,-1170854147588143616,0.0,33.77348184585571,4.402318551496748,3.873722993179873,1522,12,0.0,15,577330324218115,6,39.4,-460.26171875,0.025600001215934753,0,0.0,0.0,,,,,0,,1
11179011,11182806000000,,,-1170854147588143616,0.0,33.77348184585571,4.402318551496748,3.873722993179873,1522,13,0.0,15,577330313450917,24,25.1,731.6015014648438,0.40130001306533813,0,0.0,0.0,,,,,0,,1
11179012,11182806000000,,,-1170854147588143616,0.0,33.77348184585571,4.402318551496748,3.873722993179873,1522,15,0.0,15,577330319953144,6,39.8,580.8428955078125,0.01810000091791153,0,0.0,0.0,,,,,0,,1
11179013,11182806000000,,,-1170854147588143616,0.0,33.77348184585571,4.402318551496748,3.873722993179873,1522,17,0.0,15,577330317788854,16,29.2,159.7523193359375,0.05220000445842743,0,0.0,0.0,,,,,0,,1
11179014,11182806000000,,,-1170854147588143616,0.0,33.77348184585571,4.402318551496748,3.873722993179873,1522,18,0.0,15,577330315718267,12,32.2,361.9303283691406,0.04639999940991402,0,0.0,0.0,,,,,0,,1
11179015,11182806000000,,,-1170854147588143616,0.0,33.77348184585571,4.402318551496748,3.873722993179873,1522,19,0.0,15,577330320706042,24,25.4,-122.28719329833984,0.38179999589920044,0,0.0,0.0,,,,,0,,1
11179015,11182806000000,,,-1170854147588143616,0.0,33.77348184585571,4.402318551496748,3.873722993179873,1522,24,0.0,15,577330326870407,14,30.6,-24.892032623291016,0.03480000048875809,0,0.0,0.0,,,,,0,,1
11179016,11182806000000,,,-1170854147588143616,0.0,33.77348184585571,4.402318551496748,3.873722993179873,1522,25,0.0,15,577330312585483,19,27.6,-713.3074951171875,0.059300005435943604,0,0.0,0.0,,,,,0,,1
11179016,11182806000000,,,-1170854147588143616,0.0,33.77348184585571,4.402318551496748,3.873722993179873,1522,32,0.0,15,577330313434256,11,33.8,-643.8767700195312,0.04240000247955322,0,0.0,0.0,,,,,0,,1
11180049,11183806000000,,,-1170854147588143616,0.0,38.78811912727542,-1.3677037383932658,8.476764340829087,1522,10,0.0,15,577331316526501,8,36.6,141.68003845214844,0.04520000144839287,0,0.0,0.0,,,,,0,,1
11180051,11183806000000,,,-1170854147588143616,0.0,38.78811912727542,-1.3677037383932658,8.476764340829087,1522,12,0.0,15,577331324219657,6,39.4,-461.1995544433594,0.025600001215934753,0,0.0,0.0,,,,,0,,1
11180052,11183806000000,,,-1170854147588143616,0.0,38.78811912727542,-1.3677037383932658,8.476764340829087,1522,13,0.0,15,577331313448426,27,24.5,730.4327392578125,0.6360000371932983,0,0.0,0.0,,,,,0,,1
11180053,11183806000000,,,-1170854147588143616,0.0,38.78811912727542,-1.3677037383932658,8.476764340829087,1522,15,0.0,15,577331319951214,5,40.0,579.9127197265625,0.017900001257658005,0,0.0,0.0,,,,,0,,1
11180054,11183806000000,,,-1170854147588143616,0.0,38.78811912727542,-1.3677037383932658,8.476764340829087,1522,17,0.0,15,577331317788345,14,30.4,158.7152099609375,0.05130000412464142,0,0.0,0.0,,,,,0,,1
11180055,11183806000000,,,-1170854147588143616,0.0,38.78811912727542,-1.3677037383932658,8.476764340829087,1522,18,0.0,15,577331315717060,12,32.6,360.9486389160156,0.04639999940991402,0,0.0,0.0,,,,,0,,1
11180056,11183806000000,,,-1170854147588143616,0.0,38.78811912727542,-1.3677037383932658,8.476764340829087,1522,19,0.0,15,577331320706385,31,23.7,-123.46253204345703,0.6664999723434448,0,0.0,0.0,,,,,0,,1
11180058,11183806000000,,,-1170854147588143616,0.0,38.78811912727542,-1.3677037383932658,8.476764340829087,1522,24,0.0,15,577331326870501,14,30.8,-25.726612091064453,0.03480000048875809,0,0.0,0.0,,,,,0,,1
11180059,11183806000000,,,-1170854147588143616,0.0,38.78811912727542,-1.3677037383932658,8.476764340829087,1522,25,0.0,15,577331312587848,19,27.6,-714.3980102539062,0.059300005435943604,0,0.0,0.0,,,,,0,,1
11180060,11183806000000,,,-1170854147588143616,0.0,38.78811912727542,-1.3677037383932658,8.476764340829087,1522,32,0.0,15,577331313436389,10,34.5,-644.887939453125,0.041600003838539124,0,0.0,0.0,,,,,0,,1
11181051,11184806000000,,,-1170854147588143616,0.0,31.33340214844793,-5.079403393586998,3.87353490974931,1522,10,0.0,15,577332316526026,8,36.4,143.26634216308594,0.04520000144839287,0,0.0,0.0,,,,,0,,1
11181054,11184806000000,,,-1170854147588143616,0.0,31.33340214844793,-5.079403393586998,3.87353490974931,1522,12,0.0,15,577332324221185,6,39.4,-459.6773986816406,0.025600001215934753,0,0.0,0.0,,,,,0,,1
11181055,11184806000000,,,-1170854147588143616,0.0,31.33340214844793,-5.079403393586998,3.87353490974931,1522,13,0.0,15,577332313446015,24,25.1,732.0481567382812,0.40130001306533813,0,0.0,0.0,,,,,0,,1
11181057,11184806000000,,,-1170854147588143616,0.0,31.33340214844793,-5.079403393586998,3.87353490974931,1522,15,0.0,15,577332319949278,6,39.9,581.3432006835938,0.01810000091791153,0,0.0,0.0,,,,,0,,1
11181059,11184806000000,,,-1170854147588143616,0.0,31.33340214844793,-5.079403393586998,3.87353490974931,1522,17,0.0,15,577332317787811,16,29.7,160.28756713867188,0.05220000445842743,0,0.0,0.0,,,,,0,,1
11181060,11184806000000,,,-1170854147588143616,0.0,31.33340214844793,-5.079403393586998,3.87353490974931,1522,18,0.0,15,577332315715857,12,32.6,362.5023498535156,0.04639999940991402,0,0.0,0.0,,,,,0,,1
11181062,11184806000000,,,-1170854147588143616,0.0,31.33340214844793,-5.079403393586998,3.87353490974931,1522,19,0.0,15,577332320706891,27,24.1,-121.88309478759766,0.6664999723434448,0,0.0,0.0,,,,,0,,1
11181063,11184806000000,,,-1170854147588143616,0.0,31.33340214844793,-5.079403393586998,3.87353490974931,1522,24,0.0,15,577332326870539,12,32.1,-24.258193969726562,0.03290000185370445,0,0.0,0.0,,,,,0,,1
11181065,11184806000000,,,-1170854147588143616,0.0,31.33340214844793,-5.079403393586998,3.87353490974931,1522,25,0.0,15,577332312590214,19,27.4,-712.8377685546875,0.059300005435943604,0,0.0,0.0,,,,,0,,1
11181067,11184806000000,,,-1170854147588143616,0.0,31.33340214844793,-5.079403393586998,3.87353490974931,1522,32,0.0,15,577332313438549,10,34.2,-643.3714599609375,0.041600003838539124,0,0.0,0.0,,,,,0,,1
11182053,11185806000000,,,-1170854147588143616,0.0,31.425224733538926,-0.26690671603610655,4.570203491702609,1522,10,0.0,15,577333316525563,7,37.2,142.56365966796875,0.044599998742341995,0,0.0,0.0,,,,,0,,1
11182055,11185806000000,,,-1170854147588143616,0.0,31.425224733538926,-0.26690671603610655,4.570203491702609,1522,12,0.0,15,577333324222709,6,39.9,-460.3581237792969,0.025600001215934753,0,0.0,0.0,,,,,0,,1
11182056,11185806000000,,,-1170854147588143616,0.0,31.425224733538926,-0.26690671603610655,4.570203491702609,1522,13,0.0,15,577333313443582,24,25.7,731.2935180664062,0.40130001306533813,0,0.0,0.0,,,,,0,,1
11182058,11185806000000,,,-1170854147588143616,0.0,31.425224733538926,-0.26690671603610655,4.570203491702609,1522,15,0.0,15,577333319947348,6,39.9,580.7338256835938,0.003100000089034438,0,0.0,0.0,,,,,0,,1
11182059,11185806000000,,,-1170854147588143616,0.0,31.425224733538926,-0.26690671603610655,4.570203491702609,1522,17,0.0,15,577333317787300,16,29.3,159.6331787109375,0.05220000445842743,0,0.0,0.0,,,,,0,,1
11182060,11185806000000,,,-1170854147588143616,0.0,31.425224733538926,-0.26690671603610655,4.570203491702609,1522,18,0.0,15,577333315714639,11,33.5,361.805908203125,0.04540000110864639,0,0.0,0.0,,,,,0,,1
11182061,11185806000000,,,-1170854147588143616,0.0,31.425224733538926,-0.26690671603610655,4.570203491702609,1522,19,0.0,15,577333320707208,46,20.9,-121.92115783691406,0.8314999938011169,0,0.0,0.0,,,,,0,,1
11182062,11185806000000,,,-1170854147588143616,0.0,31.425224733538926,-0.26690671603610655,4.570203491702609,1522,24,0.0,15,577333326870667,12,32.9,-24.95771026611328,0.03290000185370445,0,0.0,0.0,,,,,0,,1
11182063,11185806000000,,,-1170854147588143616,0.0,31.425224733538926,-0.26690671603610655,4.570203491702609,1522,25,0.0,15,577333312592603,21,26.8,-713.8081665039062,0.1292000114917755,0,0.0,0.0,,,,,0,,1
11182064,11185806000000,,,-1170854147588143616,0.0,31.425224733538926,-0.26690671603610655,4.570203491702609,1522,32,0.0,15,577333313440696,10,34.6,-644.1336059570312,0.041600003838539124,0,0.0,0.0,,,,,0,,1
11183048,11186806000000,,,-1170854147588143616,0.0,31.306990422308445,-2.3922802735968185,4.570401118478485,1522,10,0.0,15,577334316525066,7,37.0,143.10240173339844,0.044599998742341995,0,0.0,0.0,,,,,0,,1
11183049,11186806000000,,,-1170854147588143616,0.0,31.306990422308445,-2.3922802735968185,4.570401118478485,1522,12,0.0,15,577334324224244,6,39.8,-459.8197021484375,0.025600001215934753,0,0.0,0.0,,,,,0,,1
11183053,11186806000000,,,-1170854147588143616,0.0,31.306990422308445,-2.3922802735968185,4.570401118478485,1522,13,0.0,15,577334313441105,24,25.6,731.7926025390625,0.40130001306533813,0,0.0,0.0,,,,,0,,1
11183055,11186806000000,,,-1170854147588143616,0.0,31.306990422308445,-2.3922802735968185,4.570401118478485,1522,15,0.0,15,577334319945405,5,40.2,581.1640014648438,0.002899999963119626,0,0.0,0.0,,,,,0,,1
11183056,11186806000000,,,-1170854147588143616,0.0,31.306990422308445,-2.3922802735968185,4.570401118478485,1522,17,0.0,15,577334317786761,14,30.7,160.17750549316406,0.05130000412464142,0,0.0,0.0,,,,,0,,1
11183057,11186806000000,,,-1170854147588143616,0.0,31.306990422308445,-2.3922802735968185,4.570401118478485,1522,18,0.0,15,577334315713449,12,32.9,362.14886474609375,0.04639999940991402,0,0.0,0.0,,,,,0,,1
11183058,11186806000000,,,-1170854147588143616,0.0,31.306990422308445,-2.3922802735968185,4.570401118478485,1522,19,0.0,15,577334320707776,46,20.0,-122.91068267822266,0.9164999723434448,0,0.0,0.0,,,,,0,,1
11183059,11186806000000,,,-1170854147588143616,0.0,31.306990422308445,-2.3922802735968185,4.570401118478485,1522,24,0.0,15,577334326870728,12,32.2,-24.401403427124023,0.03290000185370445,0,0.0,0.0,,,,,0,,1
11183060,11186806000000,,,-1170854147588143616,0.0,31.306990422308445,-2.3922802735968185,4.570401118478485,1522,25,0.0,15,577334312594975,19,27.7,-713.0932006835938,0.059300005435943604,0,0.0,0.0,,,,,0,,1
11183061,11186806000000,,,-1170854147588143616,0.0,31.306990422308445,-2.3922802735968185,4.570401118478485,1522,32,0.0,15,577334313442843,10,34.9,-643.6066284179688,0.041600003838539124,0,0.0,0.0,,,,,0,,1
11184038,11187806000000,,,-1170854147588143616,0.0,27.280631911708042,-1.644930563435502,3.8732517905049955,1522,10,0.0,15,577335316524596,8,36.3,142.97268676757812,0.04520000144839287,0,0.0,0.0,,,,,0,,1
